Country,Year,Population,LifeExp,GDP,Code,Region,Area,Coastline,Government
Afghanistan,1981,12996923,44.3,1284,AF,Asia,652230,0,islamic republic
Afghanistan,1982,12667001,44.2,1402,AF,Asia,652230,0,islamic republic
Afghanistan,1983,12279095,43,1454,AF,Asia,652230,0,islamic republic
Afghanistan,1984,11912510,41.3,1429,AF,Asia,652230,0,islamic republic
Afghanistan,1985,11630498,42.8,1384,AF,Asia,652230,0,islamic republic
Afghanistan,1986,11438949,43.5,1486,AF,Asia,652230,0,islamic republic
Afghanistan,1987,11337932,45.2,1230,AF,Asia,652230,0,islamic republic
Afghanistan,1988,11375768,46.9,1113,AF,Asia,652230,0,islamic republic
Afghanistan,1989,11608351,50.2,1087,AF,Asia,652230,0,islamic republic
Afghanistan,1990,12067570,50.3,1028,AF,Asia,652230,0,islamic republic
Afghanistan,1991,12789374,50.2,1022,AF,Asia,652230,0,islamic republic
Afghanistan,1992,13745630,50.4,941,AF,Asia,652230,0,islamic republic
Afghanistan,1993,14824371,50.5,810,AF,Asia,652230,0,islamic republic
Afghanistan,1994,15869967,50.1,725,AF,Asia,652230,0,islamic republic
Afghanistan,1995,16772522,50.4,872,AF,Asia,652230,0,islamic republic
Afghanistan,1996,17481800,50.6,895,AF,Asia,652230,0,islamic republic
Afghanistan,1997,18034130,50.7,921,AF,Asia,652230,0,islamic republic
Afghanistan,1998,18511480,50,947,AF,Asia,652230,0,islamic republic
Afghanistan,1999,19038420,50.8,972,AF,Asia,652230,0,islamic republic
Afghanistan,2000,19701940,51,962,AF,Asia,652230,0,islamic republic
Afghanistan,2001,20531160,51.1,862,AF,Asia,652230,0,islamic republic
Afghanistan,2002,21487079,51.6,1053,AF,Asia,652230,0,islamic republic
Afghanistan,2003,22507368,52.1,1097,AF,Asia,652230,0,islamic republic
Afghanistan,2004,23499850,52.5,1067,AF,Asia,652230,0,islamic republic
Afghanistan,2005,24399948,52.9,1146,AF,Asia,652230,0,islamic republic
Afghanistan,2006,25183615,53.2,1173,AF,Asia,652230,0,islamic republic
Afghanistan,2007,25877544,53.6,1298,AF,Asia,652230,0,islamic republic
Afghanistan,2008,26528741,54,1311,AF,Asia,652230,0,islamic republic
Afghanistan,2009,27207291,54.5,1548,AF,Asia,652230,0,islamic republic
Afghanistan,2010,27962207,54.8,1637,AF,Asia,652230,0,islamic republic
Afghanistan,2011,28809167,55.2,1695,AF,Asia,652230,0,islamic republic
Afghanistan,2012,29726803,55.5,1893,AF,Asia,652230,0,islamic republic
Afghanistan,2013,30682500,56.2,1884,AF,Asia,652230,0,islamic republic
Afghanistan,2014,31627506,56.91,1877,AF,Asia,652230,0,islamic republic
Afghanistan,2015,32526562,57.63,1925,AF,Asia,652230,0,islamic republic
Afghanistan,2016,32576668,57.72,1755,AF,Asia,652230,0,islamic republic
Albania,1900,819950,35.4,1157,AL,Europe,28748,362,republic
Albania,1910,901122,35.4,1320,AL,Europe,28748,362,republic
Albania,1920,963956,35.4,1516,AL,Europe,28748,362,republic
Albania,1930,1015991,36.24520952,1696,AL,Europe,28748,362,republic
Albania,1940,1123210,41.9008,1797,AL,Europe,28748,362,republic
Albania,1950,1263171,54.0422,1883,AL,Europe,28748,362,republic
Albania,1951,1287499,54.24524,1965,AL,Europe,28748,362,republic
Albania,1952,1316086,54.71728,1968,AL,Europe,28748,362,republic
Albania,1953,1348097,55.30732,2048,AL,Europe,28748,362,republic
Albania,1954,1382881,56.01536,2108,AL,Europe,28748,362,republic
Albania,1955,1419969,56.8384,2222,AL,Europe,28748,362,republic
Albania,1956,1459089,57.76844,2244,AL,Europe,28748,362,republic
Albania,1957,1500152,58.79248,2387,AL,Europe,28748,362,republic
Albania,1958,1543224,59.88452,2493,AL,Europe,28748,362,republic
Albania,1959,1588478,61.00256,2594,AL,Europe,28748,362,republic
Albania,1960,1636054,62.0946,2724,AL,Europe,28748,362,republic
Albania,1961,1685901,63.10964,2744,AL,Europe,28748,362,republic
Albania,1962,1737645,63.99368,2832,AL,Europe,28748,362,republic
Albania,1963,1790533,64.71272,2926,AL,Europe,28748,362,republic
Albania,1964,1843596,65.25676,3023,AL,Europe,28748,362,republic
Albania,1965,1896125,65.6398,3129,AL,Europe,28748,362,republic
Albania,1966,1947786,65.89384,3242,AL,Europe,28748,362,republic
Albania,1967,1998695,66.08288,3359,AL,Europe,28748,362,republic
Albania,1968,2049147,66.26192,3475,AL,Europe,28748,362,republic
Albania,1969,2099657,66.45896,3587,AL,Europe,28748,362,republic
Albania,1970,2150602,66.7,3712,AL,Europe,28748,362,republic
Albania,1971,2202040,67.1,3849,AL,Europe,28748,362,republic
Albania,1972,2253842,67.5,3988,AL,Europe,28748,362,republic
Albania,1973,2305999,68,4174,AL,Europe,28748,362,republic
Albania,1974,2358467,68.6,4177,AL,Europe,28748,362,republic
Albania,1975,2411229,69.1,4178,AL,Europe,28748,362,republic
Albania,1976,2464338,69.5,4182,AL,Europe,28748,362,republic
Albania,1977,2517869,70,4188,AL,Europe,28748,362,republic
Albania,1978,2571845,70.4,4194,AL,Europe,28748,362,republic
Albania,1979,2626290,70.7,4201,AL,Europe,28748,362,republic
Albania,1980,2681245,70.9,4218,AL,Europe,28748,362,republic
Albania,1981,2735329,71,4227,AL,Europe,28748,362,republic
Albania,1982,2788315,71,4237,AL,Europe,28748,362,republic
Albania,1983,2842620,71,4248,AL,Europe,28748,362,republic
Albania,1984,2901590,71.5,4259,AL,Europe,28748,362,republic
Albania,1985,2966799,72.2,4267,AL,Europe,28748,362,republic
Albania,1986,3041003,72.7,4281,AL,Europe,28748,362,republic
Albania,1987,3121336,73,4294,AL,Europe,28748,362,republic
Albania,1988,3197064,73.2,4307,AL,Europe,28748,362,republic
Albania,1989,3253659,73.4,4325,AL,Europe,28748,362,republic
Albania,1990,3281453,73.5,4350,AL,Europe,28748,362,republic
Albania,1991,3275438,73.4,3081,AL,Europe,28748,362,republic
Albania,1992,3240613,73.4,2877,AL,Europe,28748,362,republic
Albania,1993,3189623,73.4,3172,AL,Europe,28748,362,republic
Albania,1994,3140634,73.6,3457,AL,Europe,28748,362,republic
Albania,1995,3106727,73.8,3941,AL,Europe,28748,362,republic
Albania,1996,3092034,73.9,4326,AL,Europe,28748,362,republic
Albania,1997,3092471,73.9,3909,AL,Europe,28748,362,republic
Albania,1998,3102898,73.8,4434,AL,Europe,28748,362,republic
Albania,1999,3114851,74,4912,AL,Europe,28748,362,republic
Albania,2000,3121965,74.2,5305,AL,Europe,28748,362,republic
Albania,2001,3124093,74.4,5730,AL,Europe,28748,362,republic
Albania,2002,3123112,74.5,5913,AL,Europe,28748,362,republic
Albania,2003,3117045,74.4,6274,AL,Europe,28748,362,republic
Albania,2004,3103758,74.4,6672,AL,Europe,28748,362,republic
Albania,2005,3082172,74.4,7075,AL,Europe,28748,362,republic
Albania,2006,3050741,74.5,7476,AL,Europe,28748,362,republic
Albania,2007,3010849,74.7,7977,AL,Europe,28748,362,republic
Albania,2008,2968026,74.9,8644,AL,Europe,28748,362,republic
Albania,2009,2929886,75,8994,AL,Europe,28748,362,republic
Albania,2010,2901883,75.2,9374,AL,Europe,28748,362,republic
Albania,2011,2886010,75.5,9640,AL,Europe,28748,362,republic
Albania,2012,2880667,75.7,9811,AL,Europe,28748,362,republic
Albania,2013,2883281,75.8,9961,AL,Europe,28748,362,republic
Albania,2014,2889676,75.9,10160,AL,Europe,28748,362,republic
Albania,2015,2896679,76,10620,AL,Europe,28748,362,republic
Albania,2016,2924076,77.33,9841,AL,Europe,28748,362,republic
Algeria,1900,4946166,28.86266667,1750,DZ,Africa,2381741,998,republic
Algeria,1910,5404045,30.7878,1950,DZ,Africa,2381741,998,republic
Algeria,1920,6063800,27.5,2358,DZ,Africa,2381741,998,republic
Algeria,1930,6876190,32.3828,2942,DZ,Africa,2381741,998,republic
Algeria,1940,7797418,36.2136,3486,DZ,Africa,2381741,998,republic
Algeria,1950,8872247,45.8294,3980,DZ,Africa,2381741,998,republic
Algeria,1951,9039913,46.14808,3957,DZ,Africa,2381741,998,republic
Algeria,1952,9216395,46.66776,4070,DZ,Africa,2381741,998,republic
Algeria,1953,9405445,47.19544,4077,DZ,Africa,2381741,998,republic
Algeria,1954,9609507,47.73212,4307,DZ,Africa,2381741,998,republic
Algeria,1955,9829717,48.2778,4359,DZ,Africa,2381741,998,republic
Algeria,1956,10065829,48.83348,4712,DZ,Africa,2381741,998,republic
Algeria,1957,10316288,49.39616,5166,DZ,Africa,2381741,998,republic
Algeria,1958,10578453,49.96684,5273,DZ,Africa,2381741,998,republic
Algeria,1959,10848971,50.54352,6147,DZ,Africa,2381741,998,republic
Algeria,1960,11124892,51.1232,6470,DZ,Africa,2381741,998,republic
Algeria,1961,11404859,51.70588,5602,DZ,Africa,2381741,998,republic
Algeria,1962,11690152,52.28756,4481,DZ,Africa,2381741,998,republic
Algeria,1963,11985130,52.86624,5551,DZ,Africa,2381741,998,republic
Algeria,1964,12295973,53.43892,5693,DZ,Africa,2381741,998,republic
Algeria,1965,12626953,53.9996,5916,DZ,Africa,2381741,998,republic
Algeria,1966,12980269,54.54128,5478,DZ,Africa,2381741,998,republic
Algeria,1967,13354197,55.06496,5811,DZ,Africa,2381741,998,republic
Algeria,1968,13744383,55.57664,6319,DZ,Africa,2381741,998,republic
Algeria,1969,14144437,56.08532,6747,DZ,Africa,2381741,998,republic
Algeria,1970,14550033,56.6,7227,DZ,Africa,2381741,998,republic
Algeria,1971,14960111,56.9,6427,DZ,Africa,2381741,998,republic
Algeria,1972,15377095,57.3,7556,DZ,Africa,2381741,998,republic
Algeria,1973,15804428,57.6,7581,DZ,Africa,2381741,998,republic
Algeria,1974,16247113,58,7812,DZ,Africa,2381741,998,republic
Algeria,1975,16709098,58.3,8119,DZ,Africa,2381741,998,republic
Algeria,1976,17190236,58.7,8400,DZ,Africa,2381741,998,republic
Algeria,1977,17690184,59.2,8888,DZ,Africa,2381741,998,republic
Algeria,1978,18212331,59.7,9730,DZ,Africa,2381741,998,republic
Algeria,1979,18760761,60.4,10293,DZ,Africa,2381741,998,republic
Algeria,1980,19337723,60.8,10166,DZ,Africa,2381741,998,republic
Algeria,1981,19943667,62.1,10160,DZ,Africa,2381741,998,republic
Algeria,1982,20575701,63.4,10477,DZ,Africa,2381741,998,republic
Algeria,1983,21228288,64.9,10696,DZ,Africa,2381741,998,republic
Algeria,1984,21893857,66.4,10947,DZ,Africa,2381741,998,republic
Algeria,1985,22565908,67.7,11030,DZ,Africa,2381741,998,republic
Algeria,1986,23241276,68.6,10722,DZ,Africa,2381741,998,republic
Algeria,1987,23917889,69.2,10378,DZ,Africa,2381741,998,republic
Algeria,1988,24591493,69.7,9888,DZ,Africa,2381741,998,republic
Algeria,1989,25257671,70.2,10115,DZ,Africa,2381741,998,republic
Algeria,1990,25912364,70.5,10113,DZ,Africa,2381741,998,republic
Algeria,1991,26554277,70.8,9748,DZ,Africa,2381741,998,republic
Algeria,1992,27180921,71.1,9693,DZ,Africa,2381741,998,republic
Algeria,1993,27785977,71.3,9279,DZ,Africa,2381741,998,republic
Algeria,1994,28362015,71.5,9006,DZ,Africa,2381741,998,republic
Algeria,1995,28904300,71.7,9168,DZ,Africa,2381741,998,republic
Algeria,1996,29411839,72.1,9375,DZ,Africa,2381741,998,republic
Algeria,1997,29887717,72.4,9322,DZ,Africa,2381741,998,republic
Algeria,1998,30336880,72.9,9646,DZ,Africa,2381741,998,republic
Algeria,1999,30766551,73,9810,DZ,Africa,2381741,998,republic
Algeria,2000,31183658,73.2,9885,DZ,Africa,2381741,998,republic
Algeria,2001,31590320,73.4,10203,DZ,Africa,2381741,998,republic
Algeria,2002,31990387,73.6,10634,DZ,Africa,2381741,998,republic
Algeria,2003,32394886,73.7,11251,DZ,Africa,2381741,998,republic
Algeria,2004,32817225,74.2,11575,DZ,Africa,2381741,998,republic
Algeria,2005,33267887,74.5,12077,DZ,Africa,2381741,998,republic
Algeria,2006,33749328,74.8,12088,DZ,Africa,2381741,998,republic
Algeria,2007,34261971,75,12289,DZ,Africa,2381741,998,republic
Algeria,2008,34811059,75.3,12314,DZ,Africa,2381741,998,republic
Algeria,2009,35401790,75.6,12285,DZ,Africa,2381741,998,republic
Algeria,2010,36036159,75.9,12494,DZ,Africa,2381741,998,republic
Algeria,2011,36717132,76.1,12606,DZ,Africa,2381741,998,republic
Algeria,2012,37439427,76.2,12779,DZ,Africa,2381741,998,republic
Algeria,2013,38186135,76.3,12893,DZ,Africa,2381741,998,republic
Algeria,2014,38934334,76.4,13179,DZ,Africa,2381741,998,republic
Algeria,2015,39666519,76.5,13434,DZ,Africa,2381741,998,republic
Algeria,2016,41037434,79.87,12204,DZ,Africa,2381741,998,republic
Andorra,1970,24279,77.5,33216,AD,Europe,468,0,monarchy
Andorra,1971,25560,77.8,33032,AD,Europe,468,0,monarchy
Andorra,1972,26892,78,33969,AD,Europe,468,0,monarchy
Andorra,1973,28231,78.2,34892,AD,Europe,468,0,monarchy
Andorra,1974,29514,78.5,35264,AD,Europe,468,0,monarchy
Andorra,1975,30706,78.7,34092,AD,Europe,468,0,monarchy
Andorra,1976,31781,78.9,34041,AD,Europe,468,0,monarchy
Andorra,1977,32769,79.1,33964,AD,Europe,468,0,monarchy
Andorra,1978,33746,79.2,33476,AD,Europe,468,0,monarchy
Andorra,1979,34819,79.3,32471,AD,Europe,468,0,monarchy
Andorra,1980,36063,79.4,32055,AD,Europe,468,0,monarchy
Andorra,1981,37502,79.4,30795,AD,Europe,468,0,monarchy
Andorra,1982,39112,79.5,29907,AD,Europe,468,0,monarchy
Andorra,1983,40862,79.7,29143,AD,Europe,468,0,monarchy
Andorra,1984,42704,79.8,28394,AD,Europe,468,0,monarchy
Andorra,1985,44597,80,27829,AD,Europe,468,0,monarchy
Andorra,1986,46515,80.1,27560,AD,Europe,468,0,monarchy
Andorra,1987,48458,80.2,27932,AD,Europe,468,0,monarchy
Andorra,1988,50431,80.4,28216,AD,Europe,468,0,monarchy
Andorra,1989,52449,80.5,28449,AD,Europe,468,0,monarchy
Andorra,1990,54511,80.7,28417,AD,Europe,468,0,monarchy
Andorra,1991,56674,80.8,28029,AD,Europe,468,0,monarchy
Andorra,1992,58904,81,27218,AD,Europe,468,0,monarchy
Andorra,1993,61003,81.2,26011,AD,Europe,468,0,monarchy
Andorra,1994,62707,81.4,25907,AD,Europe,468,0,monarchy
Andorra,1995,63854,81.6,26143,AD,Europe,468,0,monarchy
Andorra,1996,64291,81.8,27180,AD,Europe,468,0,monarchy
Andorra,1997,64147,82.1,29729,AD,Europe,468,0,monarchy
Andorra,1998,63888,82.3,30819,AD,Europe,468,0,monarchy
Andorra,1999,64161,82.5,31940,AD,Europe,468,0,monarchy
Andorra,2000,65399,82.7,31662,AD,Europe,468,0,monarchy
Andorra,2001,67770,82.9,31794,AD,Europe,468,0,monarchy
Andorra,2002,71046,83,31866,AD,Europe,468,0,monarchy
Andorra,2003,74783,83.1,34500,AD,Europe,468,0,monarchy
Andorra,2004,78337,83,36330,AD,Europe,468,0,monarchy
Andorra,2005,81223,83.1,39787,AD,Europe,468,0,monarchy
Andorra,2006,83373,83.2,42738,AD,Europe,468,0,monarchy
Andorra,2007,84878,83.4,43442,AD,Europe,468,0,monarchy
Andorra,2008,85616,83.5,41426,AD,Europe,468,0,monarchy
Andorra,2009,85474,83.6,41735,AD,Europe,468,0,monarchy
Andorra,2010,84419,83.7,38982,AD,Europe,468,0,monarchy
Andorra,2011,82326,83.8,41958,AD,Europe,468,0,monarchy
Andorra,2012,79316,83.8,41926,AD,Europe,468,0,monarchy
Andorra,2013,75902,83.9,43735,AD,Europe,468,0,monarchy
Andorra,2014,72786,84,44929,AD,Europe,468,0,monarchy
Andorra,2015,70473,84.1,46577,AD,Europe,468,0,monarchy
Andorra,2016,70555,87.69,42815,AD,Europe,468,0,monarchy
Angola,1900,2898155,26.98,958,AO,Africa,1246700,1600,republic
Angola,1910,3136718,26.98,1001,AO,Africa,1246700,1600,republic
Angola,1920,3387663,26.98,1245,AO,Africa,1246700,1600,republic
Angola,1930,3642200,29.1136,1693,AO,Africa,1246700,1600,republic
Angola,1940,3920011,31.2472,2301,AO,Africa,1246700,1600,republic
Angola,1950,4354882,35.6098,3125,AO,Africa,1246700,1600,republic
Angola,1951,4439705,36.02116,3202,AO,Africa,1246700,1600,republic
Angola,1952,4529381,36.63152,3281,AO,Africa,1246700,1600,republic
Angola,1953,4621691,37.24188,3359,AO,Africa,1246700,1600,republic
Angola,1954,4714970,37.85324,3225,AO,Africa,1246700,1600,republic
Angola,1955,4808114,38.4646,3437,AO,Africa,1246700,1600,republic
Angola,1956,4900594,39.07696,3326,AO,Africa,1246700,1600,republic
Angola,1957,4992439,39.69032,3592,AO,Africa,1246700,1600,republic
Angola,1958,5084166,40.30368,3728,AO,Africa,1246700,1600,republic
Angola,1959,5176662,40.91804,3687,AO,Africa,1246700,1600,republic
Angola,1960,5270844,41.5324,3775,AO,Africa,1246700,1600,republic
Angola,1961,5367287,42.14676,4212,AO,Africa,1246700,1600,republic
Angola,1962,5465905,42.76212,4034,AO,Africa,1246700,1600,republic
Angola,1963,5565808,43.37748,4176,AO,Africa,1246700,1600,republic
Angola,1964,5665701,43.99184,4573,AO,Africa,1246700,1600,republic
Angola,1965,5765025,44.6082,4840,AO,Africa,1246700,1600,republic
Angola,1966,5863568,45.22456,5043,AO,Africa,1246700,1600,republic
Angola,1967,5962831,45.84392,5253,AO,Africa,1246700,1600,republic
Angola,1968,6066094,46.46328,5093,AO,Africa,1246700,1600,republic
Angola,1969,6177703,47.08164,5158,AO,Africa,1246700,1600,republic
Angola,1970,6300969,47.7,5397,AO,Africa,1246700,1600,republic
Angola,1971,6437645,48.1,5614,AO,Africa,1246700,1600,republic
Angola,1972,6587647,48.4,5511,AO,Africa,1246700,1600,republic
Angola,1973,6750215,48.8,5831,AO,Africa,1246700,1600,republic
Angola,1974,6923749,49.2,5880,AO,Africa,1246700,1600,republic
Angola,1975,7107334,49.4,5454,AO,Africa,1246700,1600,republic
Angola,1976,7299508,49.7,5044,AO,Africa,1246700,1600,republic
Angola,1977,7501320,49.9,4956,AO,Africa,1246700,1600,republic
Angola,1978,7717139,50.1,4572,AO,Africa,1246700,1600,republic
Angola,1979,7952882,50.3,4458,AO,Africa,1246700,1600,republic
Angola,1980,8211950,50.4,4443,AO,Africa,1246700,1600,republic
Angola,1981,8497950,50.4,4110,AO,Africa,1246700,1600,republic
Angola,1982,8807511,50.3,3970,AO,Africa,1246700,1600,republic
Angola,1983,9128655,50.2,3996,AO,Africa,1246700,1600,republic
Angola,1984,9444918,50,4099,AO,Africa,1246700,1600,republic
Angola,1985,9745209,50,4117,AO,Africa,1246700,1600,republic
Angola,1986,10023700,49.9,4135,AO,Africa,1246700,1600,republic
Angola,1987,10285712,49.9,4319,AO,Africa,1246700,1600,republic
Angola,1988,10544904,49.9,4455,AO,Africa,1246700,1600,republic
Angola,1989,10820992,50.6,4365,AO,Africa,1246700,1600,republic
Angola,1990,11127870,50.3,4232,AO,Africa,1246700,1600,republic
Angola,1991,11472173,50.7,4056,AO,Africa,1246700,1600,republic
Angola,1992,11848971,50.7,3656,AO,Africa,1246700,1600,republic
Angola,1993,12246786,49.6,2663,AO,Africa,1246700,1600,republic
Angola,1994,12648483,50.5,2669,AO,Africa,1246700,1600,republic
Angola,1995,13042666,50.9,2859,AO,Africa,1246700,1600,republic
Angola,1996,13424813,51,3091,AO,Africa,1246700,1600,republic
Angola,1997,13801868,51.2,3246,AO,Africa,1246700,1600,republic
Angola,1998,14187710,51.6,3376,AO,Africa,1246700,1600,republic
Angola,1999,14601983,51.9,3389,AO,Africa,1246700,1600,republic
Angola,2000,15058638,52.6,3387,AO,Africa,1246700,1600,republic
Angola,2001,15562791,53,3417,AO,Africa,1246700,1600,republic
Angola,2002,16109696,53.8,3759,AO,Africa,1246700,1600,republic
Angola,2003,16691395,54.5,3819,AO,Africa,1246700,1600,republic
Angola,2004,17295500,55.2,4087,AO,Africa,1246700,1600,republic
Angola,2005,17912942,56,4667,AO,Africa,1246700,1600,republic
Angola,2006,18541467,56.9,5445,AO,Africa,1246700,1600,republic
Angola,2007,19183907,57.6,6453,AO,Africa,1246700,1600,republic
Angola,2008,19842251,58.3,7103,AO,Africa,1246700,1600,republic
Angola,2009,20520103,58.9,7039,AO,Africa,1246700,1600,republic
Angola,2010,21219954,59.4,7047,AO,Africa,1246700,1600,republic
Angola,2011,21942296,59.7,7094,AO,Africa,1246700,1600,republic
Angola,2012,22685632,60.1,7230,AO,Africa,1246700,1600,republic
Angola,2013,23448202,60.4,7488,AO,Africa,1246700,1600,republic
Angola,2014,24227524,60.7,7546,AO,Africa,1246700,1600,republic
Angola,2015,25021974,61,7615,AO,Africa,1246700,1600,republic
Angola,2016,25334508,63.69,7039,AO,Africa,1246700,1600,republic
Antigua and Barbuda,1900,34925,33.536,1301,AG,North America,443,153,monarchy
Antigua and Barbuda,1910,32119,33.536,1391,AG,North America,443,153,monarchy
Antigua and Barbuda,1920,30000,33.536,1684,AG,North America,443,153,monarchy
Antigua and Barbuda,1930,33647,41.16467586,2159,AG,North America,443,153,monarchy
Antigua and Barbuda,1940,38495,49.62093793,2767,AG,North America,443,153,monarchy
Antigua and Barbuda,1950,46301,58.0772,3544,AG,North America,443,153,monarchy
Antigua and Barbuda,1951,48306,58.34524,3633,AG,North America,443,153,monarchy
Antigua and Barbuda,1952,49887,58.86128,3723,AG,North America,443,153,monarchy
Antigua and Barbuda,1953,51092,59.37432,3817,AG,North America,443,153,monarchy
Antigua and Barbuda,1954,51979,59.88436,3912,AG,North America,443,153,monarchy
Antigua and Barbuda,1955,52611,60.3904,4010,AG,North America,443,153,monarchy
Antigua and Barbuda,1956,53062,60.89244,4110,AG,North America,443,153,monarchy
Antigua and Barbuda,1957,53411,61.38948,4213,AG,North America,443,153,monarchy
Antigua and Barbuda,1958,53744,61.88152,4319,AG,North America,443,153,monarchy
Antigua and Barbuda,1959,54143,62.36456,4427,AG,North America,443,153,monarchy
Antigua and Barbuda,1960,54681,62.8356,4537,AG,North America,443,153,monarchy
Antigua and Barbuda,1961,55403,63.29464,4651,AG,North America,443,153,monarchy
Antigua and Barbuda,1962,56311,63.73668,4767,AG,North America,443,153,monarchy
Antigua and Barbuda,1963,57368,64.16172,4886,AG,North America,443,153,monarchy
Antigua and Barbuda,1964,58500,64.56876,5008,AG,North America,443,153,monarchy
Antigua and Barbuda,1965,59653,64.9608,5133,AG,North America,443,153,monarchy
Antigua and Barbuda,1966,60818,65.34084,5262,AG,North America,443,153,monarchy
Antigua and Barbuda,1967,62002,65.71288,5393,AG,North America,443,153,monarchy
Antigua and Barbuda,1968,63176,66.07892,5528,AG,North America,443,153,monarchy
Antigua and Barbuda,1969,64307,66.44196,5666,AG,North America,443,153,monarchy
Antigua and Barbuda,1970,65369,66.8,5807,AG,North America,443,153,monarchy
Antigua and Barbuda,1971,66338,67.3,6088,AG,North America,443,153,monarchy
Antigua and Barbuda,1972,67205,67.7,6378,AG,North America,443,153,monarchy
Antigua and Barbuda,1973,67972,68,6770,AG,North America,443,153,monarchy
Antigua and Barbuda,1974,68655,67.8,6888,AG,North America,443,153,monarchy
Antigua and Barbuda,1975,69253,67.5,6458,AG,North America,443,153,monarchy
Antigua and Barbuda,1976,69782,67.3,5885,AG,North America,443,153,monarchy
Antigua and Barbuda,1977,70223,67.4,6371,AG,North America,443,153,monarchy
Antigua and Barbuda,1978,70508,68,6691,AG,North America,443,153,monarchy
Antigua and Barbuda,1979,70553,68.9,7536,AG,North America,443,153,monarchy
Antigua and Barbuda,1980,70301,69.9,8169,AG,North America,443,153,monarchy
Antigua and Barbuda,1981,69750,71,8689,AG,North America,443,153,monarchy
Antigua and Barbuda,1982,68950,71.9,8827,AG,North America,443,153,monarchy
Antigua and Barbuda,1983,67958,72.7,9540,AG,North America,443,153,monarchy
Antigua and Barbuda,1984,66863,73,10388,AG,North America,443,153,monarchy
Antigua and Barbuda,1985,65744,73.1,11383,AG,North America,443,153,monarchy
Antigua and Barbuda,1986,64605,73,12600,AG,North America,443,153,monarchy
Antigua and Barbuda,1987,63484,72.9,14027,AG,North America,443,153,monarchy
Antigua and Barbuda,1988,62538,72.8,15441,AG,North America,443,153,monarchy
Antigua and Barbuda,1989,61967,72.5,16611,AG,North America,443,153,monarchy
Antigua and Barbuda,1990,61906,72.4,17154,AG,North America,443,153,monarchy
Antigua and Barbuda,1991,62412,72.3,17361,AG,North America,443,153,monarchy
Antigua and Barbuda,1992,63434,72.1,17226,AG,North America,443,153,monarchy
Antigua and Barbuda,1993,64868,72.1,17753,AG,North America,443,153,monarchy
Antigua and Barbuda,1994,66550,72.2,18400,AG,North America,443,153,monarchy
Antigua and Barbuda,1995,68349,72.2,17167,AG,North America,443,153,monarchy
Antigua and Barbuda,1996,70245,72.6,17830,AG,North America,443,153,monarchy
